tconst	averageRating	numVotes
tt0100079	5.2	934
tt0100083	6.1	1006
tt0100087	5.5	2864
tt0100092	5.7	136
tt0100095	7.3	10584
tt0100096	5.7	384
tt0100100	4.9	291
tt0100101	4.9	182
tt0100102	5.2	146
tt0100107	5.9	6115
tt0100108	3.2	565
tt0100112	7.3	8955
tt0100114	6.0	19551
tt0100116	2.9	671
tt0100119	5.4	510
tt0100129	5.5	2165
tt0100130	3.9	220
tt0100133	6.9	26585
tt0100134	6.6	2345
tt0100135	6.0	22559
tt0100140	6.7	28365
tt0100142	7.4	9454
tt0100143	6.4	7678
tt0100147	4.5	125
tt0100148	5.2	768
tt0100150	7.7	124708
tt0100151	7.6	2878
tt0100152	5.3	2150
tt0100156	5.7	1439
tt0100157	7.8	181871
tt0100161	6.1	2420
tt0100164	5.3	256
tt0100168	6.6	11073
tt0100171	5.3	202
tt0100172	5.2	613
tt0100175	4.9	163
tt0100188	4.5	257
tt0100194	6.6	104
tt0100196	7.2	3378
tt0100198	5.9	201
tt0100200	6.6	2786
tt0100201	6.4	11467
tt0100205	4.0	372
tt0100211	7.4	6825
tt0100212	6.3	18523
tt0100213	5.1	115
tt0100222	6.0	597
tt0100224	6.6	7877
tt0100232	5.6	15621
tt0100234	8.3	15510
tt0100240	5.2	24156
tt0100247	4.5	494
tt0100250	3.2	118
tt0100251	4.3	569
tt0100254	4.7	546
tt0100258	6.9	38563
tt0100260	6.6	19558
tt0100261	4.8	916
tt0100263	7.3	66716
tt0100264	5.6	971
tt0100265	3.6	489
tt0100266	5.2	763
tt0100267	6.5	156
tt0100269	7.2	831
tt0100271	7.7	333
tt0100273	3.8	340
tt0100274	6.8	1355
tt0100275	6.6	264
tt0100277	6.7	408
tt0100280	6.0	7542
tt0100281	6.9	2136
tt0100291	2.6	418
tt0100301	6.1	2835
tt0100303	6.1	2452
tt0100315	6.6	116
tt0100317	4.8	101
tt0100318	6.4	17940
tt0100319	3.5	190
tt0100322	6.6	116
tt0100324	4.8	433
tt0100326	2.9	248
tt0100330	6.7	583
tt0100332	8.2	12377
tt0100334	7.1	521
tt0100337	7.5	1010
tt0100339	7.1	4512
tt0100343	5.3	501
tt0100347	6.2	271
tt0100354	7.9	356
tt0100356	7.1	280
tt0100357	6.8	359
tt0100365	5.2	181
tt0100369	6.0	4181
tt0100373	4.9	263
tt0100383	6.4	109
tt0100384	6.8	133
tt0100388	5.7	415
tt0100389	7.1	784
tt0100390	4.4	124
tt0100393	7.0	240
tt0100395	6.7	15348
tt0100401	6.1	119
tt0100403	6.3	145014
tt0100404	6.9	37140
tt0100405	7.0	285037
tt0100410	5.3	245
tt0100411	7.0	139
tt0100414	6.3	796
tt0100419	5.5	28276
tt0100425	4.4	475
tt0100430	5.1	321
tt0100436	7.2	26097
tt0100440	5.8	737
tt0100441	4.0	102
tt0100442	6.6	5285
tt0100448	2.6	644
tt0100449	6.8	18945
tt0100453	6.7	119
tt0100454	7.0	462
tt0100456	5.9	1266
tt0100457	6.3	138
tt0100460	4.2	124
tt0100464	4.8	241
tt0100465	7.2	280
tt0100466	3.4	363
tt0100468	3.7	486
tt0100469	6.8	7242
tt0100470	7.5	1878
tt0100472	5.9	140
tt0100475	4.9	8069
tt0100477	6.9	37912
tt0100479	6.7	107
tt0100480	4.9	343
tt0100485	6.3	16487
tt0100486	7.2	14548
tt0100488	6.2	280
tt0100491	7.0	4085
tt0100496	6.2	1889
tt0100501	7.2	199
tt0100502	5.8	80495
tt0100503	4.0	372
tt0100504	5.0	1099
tt0100506	5.3	885
tt0100507	5.3	125567
tt0100508	7.0	862
tt0100511	6.9	116
tt0100512	6.6	180
tt0100514	5.9	25160
tt0100519	7.4	20682
tt0100528	4.9	667
tt0100530	6.1	14326
tt0100531	2.7	373
tt0100534	6.3	160
tt0100536	6.7	758
tt0100537	6.6	171
tt0100539	5.6	175
tt0100540	6.7	194
tt0100541	5.8	239
tt0100550	3.3	255
tt0100557	7.3	2392
tt0100563	7.1	637
tt0100570	7.6	146
tt0100581	6.2	2311
tt0100586	5.2	935
tt0100587	7.7	626
tt0100588	4.8	166
tt0100589	5.1	1744
tt0100594	6.8	11541
tt0100595	5.7	184
tt0100598	5.8	102
tt0100600	5.9	684
tt0100602	6.7	4163
tt0100604	6.5	2078
tt0100605	6.7	499
tt0100606	5.3	710
tt0100608	5.7	1172
tt0100611	5.4	2436
tt0100613	5.6	1829
tt0100619	5.7	125
tt0100621	6.7	106
tt0100623	6.6	2094
tt0100624	7.2	349
tt0100625	7.0	3141
tt0100631	5.3	3270
tt0100632	3.0	462
tt0100633	4.8	715
tt0100636	5.5	123
tt0100637	4.6	511
tt0100639	4.7	2413
tt0100645	4.4	899
tt0100649	4.0	1676
tt0100650	7.0	652
tt0100661	5.8	681
tt0100662	3.4	164
tt0100663	4.9	1890
tt0100665	2.4	3515
tt0100666	5.4	3272
tt0100668	6.3	298
tt0100670	6.0	683
tt0100672	3.4	303
tt0100674	5.9	163
tt0100678	5.1	127
tt0100680	6.4	7024
tt0100681	7.7	3539
tt0100683	5.7	573
tt0100684	4.7	312
tt0100685	7.2	20586
tt0100686	7.0	324
tt0100688	4.9	630
tt0100691	6.2	2312
tt0100692	8.1	292
tt0100694	5.3	382
tt0100698	6.8	378
tt0100699	6.9	886
tt0100705	5.3	110
tt0100706	5.6	232
tt0100707	5.8	688
tt0100708	4.7	156
tt0100709	6.1	115
tt0100712	7.0	474
tt0100714	7.0	167
tt0100728	4.2	612
tt0100732	7.4	335
tt0100738	6.4	112
tt0100740	6.3	15223
tt0100746	6.3	571
tt0100747	7.1	3316
tt0100757	7.4	1601
tt0100758	6.8	84566
tt0100760	4.8	177
tt0100762	5.1	646
tt0100763	5.6	140
tt0100765	4.3	488
tt0100771	4.8	130
tt0100772	4.9	575
tt0100774	6.8	574
tt0100776	6.6	149
tt0100777	7.4	912
tt0100778	5.9	132
tt0100780	7.6	158
tt0100784	7.0	531
tt0100786	5.1	237
tt0100788	3.1	294
tt0100791	7.3	1807
tt0100793	6.2	298
tt0100800	5.6	163
tt0100802	7.5	298709
tt0100811	5.2	505
tt0100814	7.1	118977
tt0100816	6.3	1787
tt0100817	5.1	204
tt0100822	6.2	1698
tt0100826	4.0	204
tt0100827	6.1	6149
tt0100828	6.2	11030
tt0100835	6.5	818
tt0100840	5.7	159
tt0100842	7.3	4771
tt0100847	6.7	143
tt0100851	7.1	1151
tt0100853	5.2	632
tt0100856	2.9	136
tt0100857	4.6	148
tt0100867	4.4	372
tt0100869	6.7	292
tt0100872	7.3	166
tt0100873	6.9	3639
tt0100879	5.5	685
tt0100881	5.1	982
tt0100888	2.9	219
tt0100893	6.0	129
tt0100895	5.4	597
tt0100899	5.9	442
tt0100902	6.2	408
tt0100904	4.1	915
tt0100908	3.3	101
tt0100910	6.2	137
tt0100911	5.9	4886
tt0100912	6.7	5262
tt0100924	6.0	1468
tt0100926	4.4	495
tt0100928	6.6	11004
tt0100929	6.3	241
tt0100930	4.5	346
tt0100931	6.2	975
tt0100934	4.6	11214
tt0100935	7.2	82409
tt0100938	6.6	348
tt0100940	6.0	207
tt0100943	3.1	428
tt0100944	6.9	42603
tt0100946	6.6	464
tt0100959	6.3	532
tt0100963	6.9	3251
tt0100967	7.0	827
tt0100970	5.4	184
tt0100973	6.9	2072
tt0100974	6.6	176
tt0100975	3.3	1445
tt0100983	5.7	332
tt0100987	7.2	202
tt0100990	6.9	577
tt0100991	5.9	1134
tt0100994	6.5	30781
tt0100995	6.1	136
tt0100998	7.8	23657
tt0101002	6.4	123
tt0101003	7.6	790
tt0101004	4.4	3392
tt0101009	6.6	177
tt0101011	5.7	120
tt0101016	5.3	129
tt0101019	6.0	185
tt0101020	6.8	5842
tt0101025	7.2	2464
tt0101026	7.0	24334
tt0101244	6.5	916
tt0101252	7.3	2562
tt0101255	2.3	363
tt0101256	4.3	1517
tt0101258	7.6	17785
tt0101263	6.3	122
tt0101264	2.8	1729
tt0101268	5.8	2071
tt0101272	6.9	135262
tt0101273	6.7	3125
tt0101276	5.8	1051
tt0101279	8.1	3045
tt0101281	6.6	321
tt0101283	5.2	1169
tt0101284	5.1	403
tt0101290	7.3	715
tt0101295	6.7	119
tt0101296	5.2	228
tt0101301	6.0	4370
tt0101306	6.3	374
tt0101307	7.0	634
tt0101309	3.8	1992
tt0101316	6.9	19039
tt0101317	7.0	2696
tt0101318	7.6	12264
tt0101320	4.9	251
tt0101324	6.4	589
tt0101325	3.6	578
tt0101326	3.9	4422
tt0101327	5.9	1286
tt0101328	5.3	233
tt0101329	6.5	23379
tt0101330	6.9	117
tt0101332	6.1	305
tt0101343	4.6	489
tt0101354	6.2	246
tt0101356	5.4	3558
tt0101362	6.7	161
tt0101366	5.2	2117
tt0101368	4.6	606
tt0101369	4.8	224
tt0101371	6.1	2960
tt0101372	6.3	212
tt0101373	6.9	3061
tt0101374	7.2	347
tt0101376	6.7	1741
tt0101391	4.4	263
tt0101393	6.7	70587
tt0101399	3.5	575
tt0101402	2.6	170
tt0101404	6.3	636
tt0101410	7.7	111993
tt0101412	4.1	2927
tt0101413	7.1	179
tt0101414	8.0	413653
tt0101416	5.5	214
tt0101420	5.8	9795
tt0101428	7.7	7051
tt0101429	7.6	576
tt0101431	5.8	233
tt0101432	5.0	241
tt0101436	4.7	127
tt0101437	6.3	1882
tt0101440	6.8	607
tt0101442	6.8	284
tt0101444	6.5	1712
tt0101445	4.7	127
tt0101448	3.9	490
tt0101449	3.7	449
tt0101452	6.3	67800
tt0101453	5.9	11154
tt0101455	4.9	2667
tt0101458	6.8	9015
tt0101460	6.4	134
tt0101463	5.9	430
tt0101464	3.8	374
tt0101465	7.1	6369
tt0101466	7.2	101
tt0101467	4.2	776
tt0101473	4.8	167
tt0101474	5.0	192
tt0101478	5.8	649
tt0101479	7.1	350
tt0101481	5.2	467
tt0101482	4.7	880
tt0101483	4.8	575
tt0101486	5.3	517
tt0101489	4.3	306
tt0101490	7.3	522
tt0101492	5.6	3951
tt0101493	5.3	662
tt0101497	5.7	1079
tt0101501	5.3	511
tt0101502	5.3	1509
tt0101504	6.5	346
tt0101505	5.2	212
tt0101507	7.8	123937
tt0101509	5.3	461
tt0101510	5.5	504
tt0101516	6.8	25956
tt0101518	4.6	1265
tt0101519	6.9	387
tt0101523	5.4	6574
tt0101524	6.5	1439
tt0101526	7.3	1375
tt0101529	7.0	1058
tt0101530	5.9	159
tt0101531	6.5	5216
tt0101534	5.4	226
tt0101535	5.9	127
tt0101536	4.2	105
tt0101538	4.5	293
tt0101540	7.3	171286
tt0101541	3.8	172
tt0101542	6.3	699
tt0101545	5.9	10650
tt0101548	5.7	704
tt0101560	5.1	835
tt0101561	7.1	448
tt0101574	6.3	135
tt0101578	6.7	481
tt0101583	7.1	826
tt0101587	6.8	47787
tt0101588	7.3	2234
tt0101590	6.4	6629
tt0101591	4.5	1932
tt0101592	7.1	550
tt0101593	5.0	188
tt0101595	6.3	2950
tt0101596	5.2	130
tt0101597	7.0	2624
tt0101599	3.9	144
tt0101600	7.3	420
tt0101605	7.6	32134
tt0101606	5.7	2494
tt0101610	7.0	210
tt0101612	4.5	134
tt0101615	2.9	8861
tt0101616	6.2	2421
tt0101625	5.9	3941
tt0101627	4.4	10874
tt0101628	4.1	6727
tt0101629	6.0	914
tt0101632	7.7	1035
tt0101635	5.9	20167
tt0101636	4.0	440
tt0101638	6.1	337
tt0101640	8.1	29172
tt0101646	6.4	273
tt0101648	6.7	135
tt0101649	8.5	9774
tt0101650	6.2	109
tt0101652	3.3	311
tt0101653	4.7	204
tt0101656	5.0	292
tt0101658	6.9	519
tt0101660	5.8	1948
tt0101664	5.5	547
tt0101669	6.9	25722
tt0101670	5.2	650
tt0101675	3.3	867
tt0101676	4.5	140
tt0101692	6.6	1032
tt0101694	6.2	6408
tt0101695	5.9	297
tt0101697	7.0	113
tt0101698	7.2	16844
tt0101700	7.6	79746
tt0101701	5.9	7675
tt0101702	3.4	815
tt0101704	6.2	604
tt0101707	5.2	211
tt0101723	5.7	112
tt0101725	5.3	1726
tt0101726	5.4	574
tt0101732	5.0	1486
tt0101733	7.3	3915
tt0101735	4.6	293
tt0101738	3.7	158
tt0101739	7.0	421
tt0101741	5.1	251
tt0101742	5.8	927
tt0101743	6.7	135
tt0101744	4.1	882
tt0101745	6.2	32774
tt0101746	7.0	5063
tt0101748	7.4	8245
tt0101752	6.2	177
tt0101753	6.3	253
tt0101755	6.3	201
tt0101756	5.7	111
tt0101757	6.3	27629
tt0101760	5.5	519
tt0101761	7.2	83024
tt0101763	6.9	2567
tt0101764	5.6	37632
tt0101765	7.8	41396
tt0101772	7.0	1859
tt0101775	6.0	26717
tt0101780	5.6	308
tt0101783	6.7	1953
tt0101786	6.5	11424
tt0101787	6.1	14875
tt0101797	5.6	330
tt0101798	6.8	2403
tt0101805	6.3	308
tt0101808	5.4	533
tt0101809	5.8	351
tt0101811	7.4	5999
tt0101812	5.5	164
tt0101821	5.8	10641
tt0101829	7.6	19604
tt0101831	4.9	2004
tt0101834	6.1	645
tt0101842	5.0	393
tt0101844	5.4	1112
tt0101846	5.9	8712
tt0101852	5.2	247
tt0101860	4.2	353
tt0101862	6.5	68002
tt0101863	6.3	998
tt0101864	5.5	1026
tt0101866	4.7	486
tt0101874	5.6	548
tt0101876	4.3	138
tt0101879	4.7	563
tt0101882	4.8	392
tt0101883	2.9	300
tt0101889	7.5	78532
tt0101891	7.6	3702
tt0101898	7.2	5652
tt0101902	6.4	5086
tt0101912	6.8	28662
tt0101917	4.9	41200
tt0101920	5.8	203
tt0101921	7.7	66152
tt0101922	5.9	107
tt0101923	7.4	444
tt0101927	7.2	797
tt0101928	3.5	183
tt0101930	6.9	168
tt0101931	4.1	377
tt0101943	7.3	698
tt0101945	7.1	239
tt0101951	5.5	220
tt0101953	4.7	132
tt0101956	7.2	783
tt0101959	6.9	181
tt0101960	6.0	1221
tt0101962	6.6	5580
tt0101969	6.9	14592
tt0101970	5.1	162
tt0101983	5.4	302
tt0101984	6.5	7735
tt0101985	8.4	7522
tt0101988	5.0	4743
tt0101991	7.2	6196
tt0101995	7.1	880
tt0101996	5.6	552
tt0101997	4.3	254
tt0101998	7.0	1311
tt0101999	5.7	313
tt0102000	6.4	213
tt0102002	5.6	525
tt0102004	6.4	18293
tt0102005	6.2	18313
tt0102011	5.6	5951
tt0102014	7.0	1483
tt0102015	8.1	18839
tt0102028	6.4	292
tt0102032	6.8	1929
tt0102034	4.3	43280
tt0102035	6.9	1341
tt0102043	4.7	878
tt0102045	5.4	3506
tt0102047	6.3	106
tt0102048	7.0	6133
tt0102050	6.7	2983
tt0102055	5.8	135
tt0102057	6.8	231916
tt0102058	6.8	225
tt0102059	6.8	98256
tt0102060	2.4	125
tt0102062	4.8	196
tt0102065	5.3	5952
tt0102070	5.8	51809
tt0102071	6.8	2670
tt0102072	4.6	423
tt0102076	4.6	113
tt0102078	4.1	201
tt0102079	6.8	112
tt0102081	6.3	394
tt0102084	4.8	105
tt0102095	5.8	6428
tt0102103	6.9	4646
tt0102105	6.1	113
tt0102114	6.3	142
tt0102116	7.0	8331
tt0102119	4.6	244
tt0102122	3.1	591
tt0102128	4.6	614
tt0102131	6.8	197
tt0102136	6.9	1163
tt0102137	6.9	414
tt0102138	8.0	140257
tt0102141	7.6	1422
tt0102148	5.4	511
tt0102155	5.1	129
tt0102158	5.6	136
tt0102159	7.0	581
tt0102164	7.2	9895
tt0102166	4.6	712
tt0102170	5.2	325
tt0102174	6.0	458
tt0102175	6.6	16866
tt0102178	6.2	6387
tt0102180	4.6	407
tt0102181	6.9	9418
tt0102183	5.9	107
tt0102184	6.6	374
tt0102185	5.4	102
tt0102187	2.7	617
tt0102190	6.8	497
tt0102192	7.0	101
tt0102200	6.4	520
tt0102202	4.5	5244
tt0102205	6.2	562
tt0102208	4.5	170
tt0102209	4.0	423
tt0102210	3.8	1296
tt0102213	4.7	373
tt0102214	4.1	141
tt0102216	5.3	15039
tt0102217	5.9	1496
tt0102220	5.7	4791
tt0102223	8.2	1862
tt0102234	7.5	523
tt0102236	6.3	183
tt0102237	6.9	1032
tt0102240	6.0	995
tt0102247	6.1	783
tt0102250	6.7	29301
tt0102253	4.5	105
tt0102258	7.4	2524
tt0102266	7.0	91951
tt0102267	5.5	343
tt0102269	4.9	206
tt0102271	4.6	145
tt0102272	6.3	121
tt0102275	4.7	124
tt0102279	6.4	1648
tt0102283	4.1	104
tt0102285	5.6	274
tt0102286	5.4	135
tt0102288	7.2	3197
tt0102293	7.1	12519
tt0102296	4.6	184
tt0102299	6.0	1450
tt0102303	6.0	9427
tt0102307	6.9	5803
tt0102313	6.5	1184
tt0102315	6.1	162
tt0102316	6.6	13725
tt0102317	6.2	210
tt0102322	5.1	426
tt0102328	6.2	541
tt0102329	4.7	284
tt0102340	4.2	848
tt0102341	5.6	236
tt0102343	5.7	12948
tt0102351	5.2	3569
tt0102357	6.1	535
tt0102358	6.8	402
tt0102360	6.9	193
tt0102361	7.1	242
tt0102363	5.8	110
tt0102365	5.7	257
tt0102367	5.6	767
tt0102368	6.6	3485
tt0102369	8.5	4053
tt0102370	6.4	8647
tt0102371	6.2	215
tt0102383	6.4	708
tt0102386	6.5	582
tt0102388	7.4	15264
tt0102394	5.1	236
tt0102395	4.4	5653
tt0102396	4.4	948
tt0102397	5.7	4322
tt0102401	5.9	184
tt0102411	5.8	5121
tt0102415	6.3	201
tt0102421	7.4	3273
tt0102422	4.9	1633
tt0102426	7.5	13728
tt0102428	6.6	1232
tt0102432	5.5	751
tt0102436	6.6	1092
tt0102439	7.5	2097
tt0102443	7.1	8148
tt0102445	3.7	236
tt0102449	6.3	112
tt0102450	6.5	640
tt0102452	4.6	366
tt0102453	5.5	221
tt0102456	6.6	4699
tt0102458	6.4	926
tt0102459	7.5	329
tt0102460	6.0	8326
tt0102465	6.1	2567
tt0102467	7.3	778
tt0102468	6.0	315
tt0102469	5.7	8226
tt0102477	5.3	110
tt0102478	7.3	351
tt0102487	7.2	353
tt0102488	7.4	258
tt0102489	4.0	167
tt0102491	5.2	105
tt0102492	6.9	71201
tt0102493	6.3	534
tt0102494	7.1	50033
tt0102497	7.2	372
tt0102500	6.1	2552
tt0102508	7.0	107
tt0102510	6.9	104210
tt0102511	7.1	46581
tt0102512	5.3	228
tt0102513	5.5	403
tt0102516	7.1	816
tt0102517	6.2	10220
tt0102520	5.8	101
tt0102522	5.3	3323
tt0102524	5.2	143
tt0102526	6.7	31117
tt0102535	3.2	253
tt0102536	7.8	54595
tt0102544	5.5	375
tt0102545	5.6	283
tt0102552	6.5	118
tt0102555	6.4	12224
tt0102557	6.4	442
tt0102558	5.2	22408
tt0102561	5.9	165
tt0102562	5.8	720
tt0102564	3.9	697
tt0102565	4.3	102
tt0102566	6.4	375
tt0102569	2.6	1457
tt0102571	8.0	2720
tt0102573	5.6	1941
tt0102574	7.9	592
tt0102577	5.4	194
tt0102579	5.7	4084
tt0102583	7.5	1658
tt0102587	7.6	26225
tt0102589	5.1	234
tt0102590	6.5	3969
tt0102592	7.1	9700
tt0102593	5.9	3794
tt0102597	5.3	345
tt0102598	6.4	10057
tt0102603	6.6	29522
tt0102609	6.2	7875
tt0102614	6.1	21232
tt0102616	5.0	220
tt0102619	7.1	755
tt0102629	8.0	4829
tt0102631	6.7	2671
tt0102636	7.9	3024
tt0102638	6.4	1443
tt0102639	6.4	263
tt0102640	5.1	180
tt0102645	5.6	857
tt0102655	6.0	3585
tt0102663	4.7	121
tt0102667	6.1	953
tt0102668	5.7	380
tt0102674	6.9	1234
tt0102676	4.3	152
tt0102684	7.0	117
tt0102685	7.3	155673
tt0102687	6.5	3903
tt0102690	5.8	3937
tt0102691	5.1	1433
tt0102693	7.0	753
tt0102697	5.7	388
tt0102701	8.0	1823
tt0102703	5.6	2268
tt0102705	6.0	214
tt0102706	2.1	130
tt0102709	5.4	571
tt0102710	4.1	148
tt0102713	6.8	15976
tt0102719	4.9	20603
tt0102721	7.2	6146
tt0102722	6.9	5939
tt0102729	5.9	6501
tt0102733	4.8	603
tt0102735	4.3	259
tt0102737	6.6	856
tt0102740	6.4	107
tt0102741	5.8	1459
tt0102744	6.9	19369
tt0102746	4.0	425
tt0102749	5.9	1915
tt0102750	4.9	310
tt0102753	6.6	4610
tt0102757	6.2	4855
tt0102761	4.2	208
tt0102767	4.1	564
tt0102768	6.7	29169
tt0102770	6.1	232
tt0102774	7.2	301
tt0102777	6.8	116
tt0102782	5.2	18001
tt0102783	5.5	365
tt0102784	4.0	188
tt0102788	6.7	713
tt0102789	6.2	15938
tt0102793	4.9	680
tt0102797	5.8	4618
tt0102798	6.9	176417
tt0102799	3.7	374
tt0102800	5.4	5658
tt0102802	6.1	8405
tt0102803	6.5	52504
tt0102804	2.4	408
tt0102806	4.3	164
tt0102812	6.9	2227
tt0102813	6.0	2843
tt0102815	7.2	1356
tt0102816	7.5	1732
tt0102817	7.1	1704
tt0102818	6.3	2549
tt0102820	6.8	7808
tt0102821	1.7	162
tt0102824	6.6	353
tt0102825	7.2	5889
tt0102829	6.3	558
tt0102830	5.0	271
tt0102831	5.8	121
tt0102832	6.5	373
tt0102835	5.3	1011
tt0102840	6.9	399
tt0102844	6.8	1212
tt0102846	5.9	889
tt0102848	5.3	2743
tt0102849	5.4	4616
tt0102851	7.0	470
tt0102855	6.2	1228
tt0102860	5.3	2418
tt0102861	6.0	514
tt0102864	7.0	223
tt0102869	5.4	425
tt0102882	5.2	742
tt0102886	6.9	221
tt0102888	7.1	198
tt0102892	6.5	234
tt0102895	6.1	137
tt0102898	5.6	4597
tt0102900	6.5	8157
tt0102910	5.0	878
tt0102913	5.3	1779
tt0102915	6.1	16287
tt0102917	7.1	460
tt0102919	6.8	109
tt0102926	8.6	1251538
tt0102928	6.6	173
tt0102930	6.6	229
tt0102932	6.7	2319
tt0102940	5.1	3203
tt0102943	7.1	19592
tt0102945	6.3	49345
tt0102950	4.1	420
tt0102951	6.6	14354
tt0102958	6.9	3414
tt0102961	3.7	300
tt0102969	6.2	1613
tt0102975	7.2	69647
tt0102979	6.4	1030
tt0102982	6.8	607
tt0102984	6.0	6918
tt0102986	6.8	562
tt0102987	7.0	239
tt0102989	5.8	562
tt0102993	7.7	971
tt0102995	4.8	117
tt0102996	5.4	1818
tt0103003	4.5	9368
tt0103006	4.6	387
tt0103007	5.7	5221
tt0103008	7.0	302
tt0103009	6.2	879
tt0103010	7.4	1387
tt0103015	5.9	217
tt0103016	5.8	8773
tt0103025	6.2	102
tt0103030	7.1	13806
tt0103035	6.5	7786
tt0103036	6.0	711
tt0103039	5.2	7002
tt0103042	6.6	412
tt0103044	6.8	972
tt0103045	7.1	3393
tt0103055	5.2	263
tt0103057	5.1	201
tt0103060	6.1	51152
tt0103064	8.5	984487
tt0103067	3.3	292
tt0103069	6.0	2443
tt0103074	7.5	134430
tt0103077	5.7	1370
tt0103090	4.4	239
tt0103099	6.8	1061
tt0103100	3.9	384
tt0103103	6.3	1481
tt0103105	7.6	5378
tt0103110	7.5	6550
tt0103111	5.0	988
tt0103112	6.6	19435
tt0103116	5.4	1829
tt0103121	5.5	104
tt0103124	5.0	249
tt0103125	6.3	4799
tt0103128	5.0	1115
tt0103129	7.2	7408
tt0103130	7.3	9148
tt0103132	7.0	597
tt0103135	6.9	733
tt0103141	4.7	258
tt0103143	5.4	462
tt0103150	7.2	918
tt0103157	4.5	1079
tt0103158	4.5	169
tt0103162	6.8	101
tt0103165	7.5	190
tt0103168	6.7	1227
tt0103170	6.4	151
tt0103176	7.7	3381
tt0103178	6.3	173
tt0103183	5.2	775
tt0103184	5.0	4676
tt0103186	7.1	3443
tt0103190	7.2	2697
tt0103192	4.6	340
tt0103200	6.5	210
tt0103203	7.1	746
tt0103204	3.4	281
tt0103207	5.8	322
tt0103213	3.3	413
tt0103218	6.7	629
tt0103223	6.7	766
tt0103224	6.0	162
tt0103228	4.9	575
tt0103239	5.9	7788
tt0103241	7.0	61922
tt0103243	6.4	1989
tt0103244	7.1	223
tt0103247	6.7	19385
tt0103251	6.5	7445
tt0103253	5.6	3434
tt0103262	7.3	4745
tt0103268	5.1	1411
tt0103273	1.8	467
tt0103278	2.7	485
tt0103282	6.9	383
tt0103285	7.3	17070
tt0103286	6.0	231
tt0103290	5.6	148
tt0103291	6.2	195
tt0103292	7.1	655
tt0103294	6.2	306
tt0103295	7.2	4012
tt0103296	6.6	1025
tt0103303	5.6	2375
tt0103307	6.4	158
tt0103312	6.0	414
tt0103313	5.9	104
tt0103314	6.9	335
tt0103316	7.0	474
tt0103322	6.8	280
tt0103325	6.9	135
tt0103327	6.5	555
tt0103328	7.0	2086
tt0103332	6.1	129
tt0103336	3.2	589
tt0103337	7.2	945
tt0103340	6.4	247
tt0103343	6.9	139
tt0103594	6.5	27920
tt0103595	7.5	1354
tt0103596	5.3	20120
tt0103601	6.8	1897
tt0103602	6.8	315
tt0103608	4.7	414
tt0103609	3.4	783
tt0103616	7.1	818
tt0103617	3.7	2661
tt0103621	4.7	935
tt0103634	7.0	2699
tt0103639	8.0	369893
tt0103640	6.7	388
tt0103644	6.5	274889
tt0103655	5.1	106
tt0103666	5.5	417
tt0103668	5.7	108
tt0103670	6.8	3051
tt0103671	7.2	7874
tt0103674	3.6	196
tt0103681	5.7	146
tt0103689	6.5	273
tt0103690	5.2	264
tt0103698	7.0	283
tt0103699	7.5	326
tt0103704	7.5	5080
tt0103705	6.0	307
tt0103706	6.8	114
tt0103707	6.4	366
tt0103710	6.0	346
tt0103741	7.1	120
tt0103743	7.0	3312
tt0103746	6.8	419
tt0103747	5.9	9074
tt0103752	4.8	388
tt0103759	7.1	38343
tt0103760	6.7	245
tt0103761	5.4	473
tt0103763	4.4	171
tt0103767	8.6	35866
tt0103772	7.0	174332
tt0103773	4.8	3093
tt0103776	7.0	271517
tt0103782	6.3	137
tt0103783	5.8	4699
tt0103784	5.4	355
tt0103786	5.7	65232
tt0103787	7.1	598
tt0103790	6.6	721
tt0103791	7.1	9456
tt0103793	7.2	14047
tt0103794	4.0	185
tt0103796	5.8	130
tt0103800	7.0	1293
tt0103802	4.1	571
tt0103804	4.1	102
tt0103805	6.6	6172
tt0103806	6.3	108
tt0103812	4.7	958
tt0103813	3.1	390
tt0103816	5.2	119
tt0103817	7.6	182
tt0103818	4.8	251
tt0103825	5.4	542
tt0103827	5.6	2416
tt0103831	5.5	319
tt0103835	4.7	126
tt0103836	3.6	191
tt0103837	6.4	467
tt0103838	7.1	1900
tt0103841	3.1	209
tt0103845	6.2	144
tt0103848	5.2	1504
tt0103850	7.0	13027
tt0103851	3.5	240
tt0103854	3.7	165
tt0103855	6.3	117923
tt0103858	5.6	294
tt0103859	5.5	25725
tt0103867	4.7	195
tt0103872	7.1	3983
tt0103873	7.5	90820
tt0103874	7.4	190473
tt0103877	5.7	586
tt0103880	4.2	231
tt0103881	6.3	112
tt0103882	7.3	5150
tt0103888	7.5	3818
tt0103893	5.7	39633
tt0103894	2.4	371
tt0103896	6.8	130
tt0103898	5.2	978
tt0103905	7.5	35917
tt0103907	4.4	627
tt0103917	5.2	151
tt0103919	6.6	69831
tt0103920	4.3	109
tt0103923	3.2	11180
tt0103924	5.8	20147
tt0103926	7.0	1690
tt0103927	3.3	2091
tt0103932	6.9	358
tt0103933	4.4	160
tt0103934	7.6	670
tt0103935	7.6	3637
tt0103936	5.1	387
tt0103937	7.0	106
tt0103939	7.6	52864
tt0103943	7.2	460
tt0103945	7.2	537
tt0103948	4.5	126
tt0103949	7.0	823
tt0103950	6.5	9904
tt0103951	5.5	112
tt0103956	5.1	35688
tt0103957	4.7	960
tt0103959	4.1	1775
tt0103962	4.5	2753
tt0103967	6.4	116
tt0103969	8.2	2551
