tconst	directors	writers
tt1161450	nm0692415	nm1008872
tt1161457	nm2874896	nm2874896
tt11614912	nm1541272	nm1541272
tt11615038	nm1427149	\N
tt11615290	nm0005069	nm0395259,nm0005069,nm0004855
tt11616036	nm3550361	nm7816887,nm7352558,nm9286149,nm9463956
tt11616216	nm4725725	nm4725725
tt1161646	nm2885796	nm1498594,nm0124834,nm0835075
tt11617052	nm0678857	nm0678857
tt1161732	nm1159041	nm1159041
tt11617492	nm5954636	nm5954636
tt11618536	nm4323708	nm4323708
tt1161861	nm3123607	nm2875106,nm3123607
tt1161864	nm0405632	nm0678104,nm2883153
tt1161951	nm1546474	nm1546474,nm2882289
tt1162125	nm1160375	nm1160375,nm1850770
tt1162126	nm1338019	\N
tt11621650	nm4154862	nm1463981,nm1214184
tt11625100	nm5687619	nm5687619
tt11634320	nm0739117	nm7540450,nm0739117,nm1626417
tt1163752	nm0265852	nm0265852,nm2875675
tt1163761	nm3116083	nm2941252
tt11638714	nm2738755	nm2738755
tt11638942	nm4991744	nm4991744
tt11640412	nm1266812	nm9106681,nm8531081,nm9664560
tt1164089	nm2098458	nm0001969,nm1745298,nm2098458
tt1164090	nm2764905	nm1057663,nm0801133
tt1164092	nm1196719	\N
tt11642302	nm1386169	nm4124881
tt1164545	nm1365432	nm2555405,nm1364140
tt11646970	nm4193530	nm2455425,nm11289317
tt11649428	nm7139814	nm1650324
tt11649614	nm3844044	nm3844044,nm11404378
tt1164985	nm1664359	nm0141550,nm1634944,nm1664359
tt1164999	nm0327944	nm0327944,nm1481172,nm3174584
tt11650674	nm1448482	nm2317419
tt11651604	nm2778151	nm6394541,nm11302400
tt11651780	nm0440604	nm10134906
tt1165253	nm1104118	nm1104118
tt1165276	nm1410989	nm0076365,nm0499218
tt11652808	nm7472779	nm7472779
tt1165293	nm0184202	\N
tt11656172	nm1760759	nm2349665,nm0483645,nm4515849,nm2939608
tt11656548	nm0959994	nm2609579,nm0959994
tt11657892	nm11294374	nm11294374
tt1166085	nm1754484,nm1754605	nm1754605
tt1166092	nm2876560	nm2876560
tt1166094	nm0194788,nm0617609	nm0194788,nm0617609,nm0937480
tt1166098	nm2579540	nm1815311,nm2579540
tt1166100	nm1436693	nm0592795,nm1436693,nm0634240,nm0634300
tt1166102	nm0719298	nm1206022,nm0465966,nm0719298,nm0954503
tt1166110	nm0895835	nm2878028,nm0895835,nm0309979,nm2877817
tt1166113	nm0270822	nm3833829,nm0270822,nm0328000,nm0554880
tt1166168	nm1505934	nm2888334,nm0870660
tt11667452	nm11298864,nm11298863	nm11298864,nm11298863
tt1166809	nm1723225	nm11933343,nm1723225,nm0534856,nm1913036
tt1166810	nm0998110	nm0998110
tt11669702	nm2079905,nm1995672	nm2079905,nm1995672
tt1167512	nm0302266	\N
tt1167599	nm0378660	nm0378660,nm1149325,nm0081305,nm4380835
tt1167611	nm0129997	nm0129997,nm7142686,nm4596969
tt1167638	nm0006939	nm1118181,nm0006939,nm1141181,nm0478799,nm0039903
tt1167660	nm0371890	nm0115504,nm0355213,nm0371890
tt1167675	nm0530975	nm0530975
tt1167825	nm1327703	nm3217980,nm1077285,nm1158253
tt1167845	nm2601775	nm1839784,nm1939516
tt11685322	nm0734319	nm0734319
tt11685574	nm2684585	nm2684585,nm3286288
tt1168662	nm1614415	\N
tt1168696	nm0093232	nm0812714
tt1168773	nm2060980	\N
tt1169133	nm0735276	nm2722567,nm0735276
tt1169147	nm1217362	nm1960098,nm1493634
tt11691696	nm5159735	nm5159735,nm10979843,nm7308722
tt11691722	nm4254202	\N
tt11692148	nm5584045,nm5657422	nm5584045,nm5657422
tt1169270	nm0706485	nm0706485,nm2493024
tt1169272	nm0266510	nm0266510,nm0457451,nm0576386
tt1169273	nm1022977	nm0012015
tt11695654	nm2835901	nm2835901
tt11697484	nm2815884	nm2147473,nm5077339,nm0846355
tt11697690	nm0393254	nm0393254
tt11697820	nm0158857	nm0158857
tt11697832	nm0644293,nm0451969	nm0451969,nm4087562
tt11697844	nm1488024	nm1488024
tt1169809	nm0365666	nm0365666,nm1255497,nm0000850
tt11698280	nm6539594	\N
tt1169834	nm2064480	nm2064480
tt1169841	nm0440604	nm0440604
tt1170350	nm2644574,nm2892512	nm2644574
tt1170358	nm0001392	nm0909638,nm0101991,nm0001392,nm0868219,nm0866058
tt1170389	nm0709182	nm0709182
tt1170391	nm2260471	nm2260471
tt1170393	nm2892436	nm1410815
tt1170396	nm0630861	nm0299907,nm0630861
tt1170397	nm1397189	nm1397189,nm2751065
tt1170398	nm0343094	nm0627272,nm0510781,nm1841022,nm1676359,nm3677702,nm1228961
tt1170399	nm1966139	nm1879189,nm0025607,nm5485355,nm1966139
tt1170400	nm2601760	nm2398435,nm1309354
tt11704012	nm3769546	nm1307222,nm0527489
tt1170402	nm2088843	nm2088843,nm0672704
tt1170404	nm0698184	nm2170955,nm0698184,nm1437223,nm0759785
tt1170405	nm2846043	nm1665190,nm2846043
tt1170411	nm1665362	nm2929815,nm1568319,nm2924048,nm1665362
tt11708140	nm1749112,nm2623466,nm3691012,nm6218837,nm4842962,nm8644367,nm3264191,nm4149510,nm4594290,nm8401231,nm4543557,nm2419910	nm9014795,nm7462278
tt11709296	nm5248632	nm5248632
tt11709306	nm4747033	nm4747033
tt1171222	nm0847859	nm0847859
tt1171226	nm0128225	nm0948719,nm1771833,nm0386810,nm0628218
tt1171271	nm0352961	nm0352961
tt1171672	nm2364318	nm2896091
tt1171701	nm2896395	nm2895699,nm2887012,nm2896395
tt1171704	nm0076349,nm0873211	nm0076349,nm1919741,nm0873211
tt1171709	nm2320363	nm1871687
tt1171721	nm2322079,nm1699895	nm1699895
tt11718728	nm3163561	nm3163561
tt11719418	nm0006395	nm1405911
tt11719648	nm6141558	nm6141558
tt1172047	nm0218393	\N
tt1172049	nm0885249	nm1032743
tt1172060	nm0750857	nm0169540,nm0814682,nm0691935
tt1172062	nm1805231	nm1269722,nm2896401
tt1172063	nm0741262	nm0257967,nm0741262,nm0866243
tt1172065	nm0411290	nm0411290
tt1172066	nm0766191	nm0766191,nm2896905
tt1172070	nm0970125	nm0970125
tt1172168	nm0643867	nm0206816,nm1120067
tt1172186	nm2356856	nm2759377,nm2356856
tt1172203	nm1315434	nm1315434,nm1033349
tt1172206	nm0276349	nm0292211,nm4360886
tt1172230	nm0126756	nm0126756,nm0545356,nm0656509
tt1172233	nm0000106	nm0189272
tt1172505	nm0351410	nm0476899,nm2556482
tt1172522	nm0664667	nm2897452,nm0664667
tt1172550	nm1672174	nm1672174
tt1172570	nm0716347	nm0635431,nm0716347
tt1172571	nm0788191	nm1440314,nm0788191
tt1172587	nm0012541	nm0012541,nm5485355,nm0223475,nm1330994,nm1179457
tt11727052	nm4633736	\N
tt1172957	nm0923315	nm0218043,nm0923315
tt1172963	nm0726954	nm1699780,nm0726954
tt1172974	nm1656218,nm2507695	nm1656218,nm2507695
tt1172991	nm0920274	nm0920274
tt1172992	nm0741262,nm0432264	nm0842770
tt1172994	nm1488800	nm1488800
tt1172995	nm1015339,nm1170261,nm1231174	nm1231174
tt1172996	nm1005607	nm1005607,nm2043416,nm2015350
tt1172997	nm1187456	nm1187456
tt1172998	nm1103162	nm0251935
tt11730940	nm8300759	nm8300759,nm8734513
tt11731768	nm11327313	nm11327313
tt11731984	nm4925448	\N
tt11734696	nm9992763	\N
tt1173506	nm1352172	nm2202395,nm1352172
tt1173568	nm2587908	nm2587908
tt1173682	nm1248340	nm2377276,nm1248340
tt1173686	nm2766748	nm2766748,nm1104118
tt1173687	nm0798798	nm0798798,nm4527748,nm4527726,nm0711083
tt1173708	nm0621915	nm0008160,nm0621915
tt1173744	nm0140337	nm0140337
tt1173745	nm0818608	nm0818608
tt11737756	nm10285716,nm8628836	nm9721872,nm9351086,nm10285716
tt11737772	nm7569493	nm4543764
tt11737936	nm7922386	nm7922389,nm11330131
tt1173893	nm0844476	nm2899059,nm0844476
tt1173901	nm0032714	nm2559996
tt1173918	nm1839743	nm1839743
tt1173922	nm1925409,nm1930956	nm1930956,nm1925409
tt1173941	nm0108333	nm2105424,nm0051695,nm4902578,nm0108333
tt1173946	nm2348172	nm2348172,nm1558468
tt1173947	nm0034712	nm0415714,nm0648460,nm0001709,nm1218835
tt1173949	nm3209293	nm3209293,nm0661791,nm2977474
tt1173959	nm0528068	nm2284587,nm1228203,nm2900335,nm0528068
tt1174034	nm0004380	nm1291916,nm0004380,nm1920795,nm0970406
tt1174035	nm0643816	nm0385940,nm2849818,nm0643816,nm5670495
tt1174041	nm2898003	nm1236022,nm2016612,nm0792767,nm2898003,nm3277398
tt1174042	nm1379002	nm1379002
tt1174045	nm1295651	nm2897932,nm2899199
tt1174047	nm0894173	nm0894173
tt1174049	nm0404091	nm0404091,nm1909070,nm0953790
tt11742070	nm3823691,nm0212807	nm0212807,nm3823691
tt11743900	nm1342923	nm3360538,nm1342923
tt11744432	nm3442945	nm11342563,nm3442945
tt1174691	nm0798595	nm5065894
tt1174693	nm0153774	nm2903680
tt1174730	nm0208343	nm0208343
tt1174732	nm0771054	nm2902972,nm0394984
tt1174739	nm0674432	nm2899145,nm0674432
tt11748354	nm5046293	nm5046293
tt1174933	nm0004071	nm0004071,nm1448814
tt11749480	nm11335526	nm10834647
tt1174954	nm0436780	nm1591046,nm0586353,nm1299423,nm1214880,nm2475348,nm0556856,nm1398329,nm2041812,nm1306714,nm1400430,nm8788080
tt11750282	nm3026803	nm1639473,nm3026803,nm4702178,nm1879213
tt1175292	nm0989649	nm0989649
tt11753696	nm0509852	nm0509852
tt11754464	nm7702242	nm7609218
tt1175491	nm0000231	nm0007140
tt1175505	nm1428845	nm3530549,nm1429436,nm3072166,nm3529223
tt1175506	nm0000500	nm2904878,nm0313012,nm0658628
tt1175523	nm2897919	nm2904815,nm2897919
tt1175709	nm1285613	nm2917557,nm0806830
tt1175713	nm1118104	nm0514199
tt11760270	nm5182031	nm5182031
tt1176096	nm0393254	nm0393254
tt1176142	nm1147588	nm1147588,nm1729325,nm2500643
tt1176161	nm2915205	nm1170767
tt1176244	nm2961289	\N
tt1176251	nm2911073	nm2900802,nm2911073
tt1176252	nm0378267	nm2912703
tt11763742	nm1761358,nm3952088	\N
tt1176416	nm0875354	nm0875354,nm2417183
tt1176441	nm0719298	nm2901041
tt1176453	nm0375997,nm0104068	nm0806973,nm1084729,nm0104068
tt11765278	nm2998996	nm3055344
tt11765324	nm1714788	nm0040630,nm1734479
tt11766318	nm5409246	nm3199560,nm0490375
tt11766802	nm1367995	nm6403604,nm1367995
tt1176686	nm1506642	nm1506642
tt1176699	nm2275000	nm2275000,nm2321653
tt1176724	nm2157767	nm2157767,nm2150926,nm2092476
tt1176726	nm0179117	\N
tt1176727	nm1783716	nm4540032
tt1176730	\N	nm0006662,nm0742924
tt1176731	nm0752328	nm3227494,nm0752328,nm0972420,nm0970360
tt1176733	nm0056048	nm0056048
tt1176740	nm0005222	nm1101630,nm2905972
tt11767484	nm4904858	nm10476966,nm4904858,nm9523145
tt11767552	nm8465331	nm8465331
tt11767722	nm0006498	nm6276616,nm0006498
tt1176911	nm1492802	nm2474980
tt11769162	nm6518269,nm0738022	nm0738022,nm6518269
tt1176928	nm0025538	nm0025538
tt1176931	nm0636979	nm0636979
tt1176933	nm1014347	nm1014347
tt1176942	nm0349484	nm0349484,nm0748348
tt1176954	nm0099521	nm0099521
tt1176958	nm0616305	nm0616305
tt1176960	nm2903076	nm2903076
tt1176961	nm1885232	nm0019507,nm2540661,nm4109244,nm1885232,nm0792767,nm4108903
tt1176963	nm0347720	nm0347720,nm2646319
tt1177094	nm1548925,nm1546969,nm1550156	nm1548925,nm1546969,nm1550156
tt11771036	nm0368690	nm0368690
tt1177159	nm0252860	nm1941154
tt1177161	nm0299197	nm2909968,nm2918359,nm2100757,nm0299197,nm2918488
tt11772576	nm1583171	nm1583171
tt11773276	nm6044360	nm6044360,nm4149070
tt11774804	nm3172019,nm8956539	nm11346284
tt11777040	nm4307147	nm4307147
tt11777298	nm11346686,nm0451969	nm0451969,nm11346686
tt11777308	\N	\N
tt11777460	nm4335419	nm4335419
tt11779616	nm5683502	nm5683502
tt1178197	nm0464526	nm0196496,nm0464526,nm1195601,nm2216628
tt1178626	nm0519354	\N
tt11786320	nm1198040	\N
tt1178640	nm0758900	nm1625306,nm0445313
tt1178642	nm0038093	nm0038093
tt1178654	nm0575690	nm1178554,nm0575690
tt1178657	nm1819881	nm1819881,nm2907705,nm4251472
tt1178658	nm1148550	nm1148550
tt1178663	nm0000095	nm0000095
tt1178665	nm0477129	nm1578335,nm2250139,nm0117445
tt1179019	nm1748938	nm2379476
tt1179024	nm1258229,nm0022790	nm1258229,nm0022790
tt1179025	nm0000108	nm0000108,nm0850361
tt1179026	nm2911206	nm2911206
tt1179031	nm0585344	nm0198804,nm0585344,nm0487067
tt1179034	nm0603628	nm0367867,nm0000108
tt1179056	nm1207904	nm0834338,nm2104063,nm0000127
tt1179057	nm2908341,nm2908592,nm0190867,nm2699710,nm2909351,nm0161152,nm2663329	nm2908592,nm2908341,nm0190867,nm2909351,nm2699710
tt1179064	nm2908896	nm2908896
tt1179067	nm2910439	nm2909729,nm2152569,nm2910907,nm2911246,nm2910501
tt1179069	nm0617523,nm0825407	nm0177769
tt1179071	nm0267902	nm0267902
tt1179079	nm0421817	nm0421817
tt1179080	nm0519354	\N
tt1179082	nm0089777	nm0089777
tt11791146	nm0503600	nm3594010,nm1276051,nm5694703
tt1179258	nm0001241	nm0358960,nm0171372
tt1179259	nm2337991	nm2337991
tt1179271	nm1217362	nm3512963,nm3533750
tt1179301	nm1420430	nm2276051
tt1179443	nm0686529	nm1847914,nm0686529
tt1179760	nm0660537	nm2012385
tt1179773	nm1060975	nm2912641,nm1060975,nm2910462
tt1179781	nm0482232	nm1879189,nm3134033,nm4604833,nm1539021,nm0482232,nm2390228,nm1330994,nm0759785,nm2381331,nm2632735
tt1179782	nm0438494	nm0438494,nm0795661,nm1539214,nm1994407,nm4599258,nm4603324
tt1179791	nm1440499	nm1440499
tt1179793	nm1626419	nm1626419
tt1179794	nm2356614	nm2356614
tt1179820	nm2913918	nm2913918,nm0036096
tt1179836	nm1163751	nm1163751
tt1179855	nm1196794	nm1098947,nm3691912,nm0699547
tt1179891	nm0527261	nm0267805,nm2909914,nm0063583,nm0589357
tt1179904	nm2305431	nm2305431
tt1179927	nm0343903	nm4196370,nm0343903
tt1179933	nm0870469	nm1061091,nm1173295,nm3227090
tt1179947	nm2405259,nm2907093	\N
tt11799790	nm5322992	nm11337209,nm5322992,nm11981832
tt11802110	nm5954636	nm5954636
tt1180300	nm0142504	nm0125632,nm0117770
tt1180304	nm2268014	nm0297742,nm1577584
tt1180311	nm2912984	nm2912984
tt1180323	nm2167709	nm1532265
tt1180333	nm0797655	nm0797655
tt1180346	nm0321159	nm3277094,nm0290425,nm0321159,nm0763035
tt1180348	nm0565026	nm0565026
tt1180583	nm1069826	nm3585776,nm1069826
tt11807762	nm6803966	nm8491151
tt11808250	nm7868984	nm5116615
tt11808270	nm6594610,nm5954636,nm8345958,nm10905710,nm11468200,nm4087886,nm11242091	nm5954636,nm11483673,nm6594610,nm10905710,nm11242091,nm4087886
tt11809064	nm6551798	nm6551798,nm9967376
tt11810546	nm6257847	nm6257847,nm6363970
tt11812338	nm4287208	nm0193153,nm4928382,nm8741325
tt11813822	nm2081405	nm2081405
tt1181614	nm0036349	nm0036349,nm0381757,nm0111577
tt1181791	nm1247462	nm0689785,nm1247462
tt1181795	nm1679136	nm0203246,nm1679136
tt1181840	nm1071849,nm0540962	nm0540962
tt1181919	nm1066739	nm0297990,nm1780055
tt1181920	nm1066739	nm1780055,nm0297990,nm2448218,nm3140743
tt1181927	nm0613996	nm0352028,nm0352780,nm0613996
tt1182257	nm0800098	nm3217134,nm0800098,nm2196971
tt1182315	nm1413776	nm0267066,nm1413776
tt1182345	nm1512910	nm1512910,nm2914162
tt1182350	nm0000095	nm0000095
tt1182609	nm0503600	nm0503600,nm0002659
tt1182615	nm0626090	nm3024362,nm0626090
tt11827806	nm0138759	nm0836809,nm0138759
tt1182884	nm2414127	nm2414127,nm0890875
tt1182908	nm1196386	nm2903076,nm0004363
tt1182921	nm0282708	nm0203246,nm0403629
tt1182924	nm0891554	nm0891554
tt1182937	nm0159147	nm0159147
tt1182942	nm0322539	nm2095027,nm2394985
tt1182972	nm1893457	nm0159147,nm0080157,nm2101751
tt1183136	nm0813285	\N
tt1183143	nm2229926	nm2229926,nm0001428
tt1183251	nm0001382	nm0001382,nm0607487
tt1183252	nm1272773	nm2215578,nm1840848
tt1183276	nm2278184,nm1119478	nm2071861,nm2278184,nm2959356,nm1119478,nm2425150
tt1183301	nm0859766	nm0859766
tt1183307	nm2147160	nm2147160,nm0419389,nm2896592
tt1183352	nm0140196	nm3850676,nm0327959
tt11833648	nm8941800	nm8941800,nm8941802,nm11410404
tt1183374	nm2165066	nm2916300
tt1183489	nm2562101	nm2562101
tt11835270	nm1435762	\N
tt1183658	nm1315567	nm2917806
tt1183665	nm0779386	nm0181185,nm0409675,nm0779386,nm3598044
tt1183666	nm2917133	\N
tt1183672	nm0029242	nm0029242,nm0058286,nm0078811
tt1183684	nm1119645	nm1317797,nm2143687,nm2919589,nm2015221,nm1119645
tt1183696	nm2918988	nm2920619
tt1183697	nm0918078	\N
tt1183701	nm0432616	\N
tt1183705	nm1159483	\N
tt1183707	nm0605186,nm1327237	nm2917360,nm0605186,nm1470110
tt1183723	nm0638324	nm0048762,nm0638324
tt1183732	nm1883583	nm0435296,nm2972626,nm1883583,nm5384211
tt1183907	nm0885537	nm1828598,nm0885537
tt1183908	nm0423428	nm0423428
tt1183911	nm0741262	nm0741262,nm0548848
tt1183917	nm1636742	nm0837000,nm1636742,nm1266863
tt1183919	nm0531817	\N
tt1183921	nm1767218	nm1767218
tt1183923	nm0779265	nm0387025
tt1183942	nm2737486	nm2737486
tt1183946	nm1913302	nm1913302
tt11845692	nm5858328	nm5858328
tt1184952	nm0047971	nm0047971,nm0756141
tt11851430	nm1029210	nm1029210,nm6015305,nm11363348
tt1185235	nm1638207,nm0653952	nm1638207,nm0653952
tt1185237	nm1225956	\N
tt1185242	nm0006874	nm0006874
tt1185244	nm1367933	nm2528585,nm1520937,nm1367933
tt1185251	nm1476102	\N
tt1185253	nm0558094	nm2099989,nm0558094,nm0957365
tt1185256	nm1252615	nm1252615
tt1185262	nm2920728	nm2500722
tt1185264	nm0106456	nm2925319
tt1185266	nm0954848	nm0954848
tt1185344	nm0285436	nm0285436,nm3136620
tt1185371	nm1677210	nm1677210
tt1185376	nm0170043	nm0170043
tt1185384	nm2247780	\N
tt1185390	nm1870886	nm1870886,nm2924545
tt1185393	nm2525934,nm2353577	nm1174912,nm2525934
tt1185405	nm1780014	\N
tt11854074	nm5628853	nm5628853,nm7159886
tt1185411	nm0837661	nm0127562,nm0837661
tt1185412	nm0788858	nm2981154,nm1100075,nm0006795
tt1185416	nm0425756	nm0224606,nm0919289
tt1185418	nm0853753	\N
tt1185420	nm1160374	nm2101751,nm1160374
tt1185427	nm0156566	\N
tt1185431	nm0518644	nm0676361
tt1185437	nm0082748	nm0488517,nm2193230
tt1185442	nm1028832	nm1028832,nm1145539,nm0424103,nm0440604,nm3154301
tt1185589	nm2035037	nm2035037,nm0763395
tt1185594	nm0950593	nm1318193,nm3210039
tt1185596	nm1033596	nm2922620
tt1185600	nm1860617,nm0706422	nm1860617,nm11550386,nm0706422
tt1185616	nm0284369	nm0284369
tt1185654	nm0955270	nm0955270,nm1065486,nm0793710
tt1185833	nm1639506,nm0065521	\N
tt1185834	nm1396048	nm0319667,nm0017447,nm0614693,nm0000184
tt1185836	nm0562470	nm0562470
tt1185838	nm1046566	nm2938685,nm1046566
tt1186021	nm1044678	\N
tt1186025	nm0639021	nm0639021
tt1186201	nm0258355,nm0875953	nm0258355,nm0875953
tt1186238	nm2566478,nm0780865	\N
tt1186248	nm1846132,nm1950086	nm1950086,nm1846132
tt1186357	nm0905343	nm0309027,nm0602508
tt1186363	nm0111332	nm2696280
tt1186365	nm0184308	nm0493494,nm2023989,nm0594134,nm3761841
tt1186366	nm0049326	nm0091074,nm0119888
tt1186367	nm0574625	nm2373271,nm0833089
tt1186369	nm0201094,nm0201095	nm0201094,nm0201095
tt1186370	nm0533284	nm0355699,nm0464382
tt1186371	nm0161152,nm0659380	nm1173525
tt1186656	nm2023196	nm0863021
tt1186788	nm1435762	nm0358228,nm2925617
tt1186795	nm0952360	nm0941810,nm0176256
tt1186803	nm0155642	nm0950728,nm0848826,nm0161159
tt1186817	nm2382713	nm2928852,nm9279610,nm2500722,nm2382713
tt1186818	nm1154192	nm1154192
tt1186830	nm0024622	nm0024622,nm0317834
tt1187038	nm2861878	nm0893128,nm2861878
tt1187041	nm1668051	nm1668051
tt1187042	nm1275939	nm0314551
tt1187043	nm0386246	nm0386246,nm0430785,nm0006765,nm2746459
tt1187044	nm2928364	nm2928364,nm1425747
tt1187046	nm0187773	nm2928218
tt1187047	nm0001709,nm0906247,nm0478194	nm2047699,nm2047532
tt11870584	nm2319811	nm1703161,nm1955649,nm2319811
tt1187064	nm1247462	nm1247462
tt11874226	nm0000490	nm0126154
tt11880890	nm11388000	nm11388000
tt11880904	nm0859074	nm0859074
tt1188113	nm1740888	nm1740888,nm2193367
tt11886096	nm4479296	nm8294126,nm1907447
tt1188674	nm0945369	nm1178713,nm0880873
tt1188729	nm0023355	nm0589871,nm0023355
tt11889538	nm10649232	nm10649232
tt1188982	nm0451326	nm1436693,nm0795651
tt1188983	nm0001031	nm0058286,nm0001031
tt1188985	nm0305850	nm0334839,nm0881762
tt1188986	nm1066075	nm3334849,nm1125039,nm1299542,nm1126077,nm1066075
tt1188988	nm0110292	nm0110292,nm0116511,nm2766853,nm0551431
tt1188990	nm2929537	nm1856961,nm2276540,nm1012385,nm0375561,nm1997109
tt1188992	nm0442455	nm2930918,nm0442455,nm1641338
tt1188993	nm0698283	nm0698283,nm0687521
tt1188994	nm0043675,nm0754931	nm0043675,nm0754931
tt1188995	nm0754330	nm2638751,nm0754330
tt1188996	nm0424103	nm2042791,nm1145539
tt1188998	nm1933648	nm0054358
tt1189003	nm0474289	nm2931005,nm0474289,nm0580772,nm0662883
tt1189004	nm0775090	nm0676577,nm1868544
tt1189006	nm0452022	nm2929898,nm0080405,nm2021383,nm2930720,nm0452022,nm2333804
tt1189008	nm0892400	nm0892400
tt1189009	nm2756143	nm0995943
tt11890562	nm10905710,nm5954636	nm5954636,nm11540884,nm10905710,nm11209518,nm4087886
tt1189073	nm0000264	nm0429617,nm0000264,nm0021948
tt1189076	nm0654830	nm0076814,nm0654830,nm0871857
tt1189259	nm1343394	nm1343394,nm0376720,nm1403408,nm1552055
tt1189340	nm1026778	nm0738908,nm0175093
tt1189341	nm1701150	nm1701150
tt1189349	nm0821844	nm0821844
tt1189350	nm2360800	nm2360800
tt1189361	nm1458527	nm1458527
tt1189367	nm2555469	nm2555469
tt1189383	nm2083706	nm2083706
tt1189394	nm1116356	nm0891367,nm1116356
tt1189432	nm0757084	nm2686509
tt1189893	nm2932959	nm1650390,nm1650373
tt1189914	nm0003931	nm2932499,nm0003931
tt11900404	nm11395736,nm1109731	nm11395736,nm1109731
tt1190072	nm0686020	nm0686020
tt1190073	nm1068687,nm1142012,nm0786190	nm1142012,nm0786190,nm1068687
tt1190074	nm0824250	nm0231460,nm1984850,nm2059552,nm0824250
tt1190080	nm0000386	nm0000386,nm0460057
tt1190127	nm0559285	nm2431836,nm0559285
tt1190149	nm1345541	nm1345541
tt11902980	nm2483722	nm4589083
tt11903004	nm3084772	nm5683526,nm5684037
tt1190536	nm0761715	nm0925220,nm0591528,nm0761715
tt1190537	nm1304348	nm1304348
tt1190539	nm2947553	nm2974384,nm1425348,nm2947553
tt1190545	nm2458273	nm1257846
tt11905462	nm1010896,nm0791556	\N
tt11905466	nm3269242,nm11396435,nm11391513	nm3269242,nm11396435,nm11391513
tt1190556	nm1474766	nm2934052,nm1474766
tt11905696	nm0505660	nm2890902,nm0505660
tt11905962	nm3325960	nm2672655,nm2454599
tt11906004	nm7265738	nm7265738,nm3758726
tt1190617	nm0001878	nm0001878,nm2935128,nm0295281
tt11906392	nm4681362	\N
tt11908062	nm11397394	nm11397394
tt1190858	nm1435062	nm1435062
tt1190867	nm0442896	nm1257925
tt1190894	nm0070865	nm0070865
tt1190905	nm2008717	nm2008717,nm0602538
tt1190910	nm0831370	nm0831370
tt1190913	nm1355937	nm1355937
tt1190919	nm0115262	nm0115262
tt1191111	nm0637615	nm0637615,nm0352968
tt1191114	nm2936070	nm2936070,nm1125745
tt1191115	nm1589678	nm1589678
tt1191118	nm2124532	nm1879189,nm2333804,nm3262915,nm3989746,nm1967381
tt1191121	nm1894520	nm1894520
tt1191130	nm0665548	nm1538581,nm0223475,nm0665548,nm0759785
tt1191138	nm0463316	nm1402184,nm0463316
tt1191140	nm1342992	nm1342992
tt11912390	nm10199335	nm10199335
tt11912618	nm0479886	nm8803312,nm0479886
tt11916278	nm2897692	\N
tt11917942	nm0475905	nm3152327,nm0475905,nm3436501
tt1191971	nm2238286,nm1188066	nm1188739,nm2238286,nm1188066
tt11921004	nm3008469	nm9466351,nm11953143,nm3008469,nm6669292,nm0790419
tt11922698	nm3401440	nm3401440
tt1192385	nm0151546	nm0151546
tt1192431	nm0540949	nm0067747,nm2937780,nm0901663
tt11924476	nm6840460	nm6840460
tt1192612	nm2938030	nm2938030,nm3175182,nm2937764
tt1192613	nm2203751	nm2203751,nm2937526
tt1192620	nm0299923	nm2109519,nm0518711,nm10950558
